rollout/ep_len_mean,custom/win_rate,custom/loss_rate,time/time_elapsed,time/total_timesteps,time/fps,time/iterations,custom/tie_rate,rollout/ep_rew_mean,train/policy_gradient_loss,train/loss,train/n_updates,train/clip_fraction,train/explained_variance,train/entropy_loss,train/learning_rate,train/value_loss,train/approx_kl,train/clip_range,eval/mean_reward,eval/mean_ep_length
1.46,0.4245,0.4855,941,3555328,3776,217,0.09,0.11,-0.0003713731530297082,0.37633535265922546,864,0.0063934326171875,0.19631469249725342,-0.1776777575723827,0.0001,0.7985747754573822,0.0011964787,0.2,,
,0.433,0.478,,3560000,,,0.089,,-8.457040530629456e-05,0.38752129673957825,868,0.001983642578125,0.20167183876037598,-0.17898222897201777,0.0001,0.8121899142861366,0.00024354231,0.2,0.005,1.518
1.55,0.4155,0.4975,945,3571712,3776,218,0.087,0.105,,,,,,,,,,,,
1.63,0.439,0.4735,949,3588096,3778,219,0.0875,0.125,-0.00016553626119275577,0.39697062969207764,872,0.006103515625,0.20708751678466797,-0.17798082623630762,0.0001,0.7967447768896818,0.0008740881,0.2,,
,0.4315,0.4735,,3600000,,,0.095,,-0.0003794955264311284,0.394047349691391,876,0.0063323974609375,0.19993847608566284,-0.17355791153386235,0.0001,0.8047765269875526,0.0005918498,0.2,-0.048,1.63
1.54,0.4225,0.491,953,3604480,3778,220,0.0865,-0.115,,,,,,,,,,,,
1.51,0.432,0.474,957,3620864,3779,221,0.094,-0.095,-0.00032448501588078216,0.38216790556907654,880,0.008209228515625,0.21221554279327393,-0.17424380406737328,0.0001,0.778470303863287,0.001256747,0.2,,
1.57,0.42,0.488,961,3637248,3781,222,0.092,-0.145,1.7195936379721388e-05,0.3846341669559479,884,0.0005950927734375,0.21435153484344482,-0.17254801653325558,0.0001,0.7724505048245192,0.0006875759,0.2,,
,0.411,0.5015,,3640000,,,0.0875,,-0.0006255123116716277,0.38105735182762146,888,0.0043792724609375,0.19903725385665894,-0.17371751787140965,0.0001,0.7970419228076935,0.0004762801,0.2,-0.02,1.598
1.6,0.4425,0.4665,966,3653632,3780,223,0.091,-0.145,,,,,,,,,,,,
1.61,0.4375,0.479,970,3670016,3782,224,0.0835,-0.29,-0.00034057001357723493,0.3982051610946655,892,0.0039825439453125,0.20900487899780273,-0.17012632358819246,0.0001,0.783719489350915,0.0007582762,0.2,,
,0.4165,0.4975,,3680000,,,0.086,,-0.00020623749514925294,0.38644734025001526,896,0.0025177001953125,0.20348572731018066,-0.17641003848984838,0.0001,0.8032657522708178,0.00059897266,0.2,-0.06,1.578
1.58,0.4225,0.4845,974,3686400,3782,225,0.093,-0.045,,,,,,,,,,,,
1.48,0.429,0.486,978,3702784,3783,226,0.085,-0.03,-0.0001344804186373949,0.37446707487106323,900,0.001129150390625,0.2049497365951538,-0.1698434273712337,0.0001,0.7854263056069613,0.0005979236,0.2,,
1.49,0.429,0.4955,982,3719168,3784,227,0.0755,-0.125,-0.0004855604602198582,0.3750012218952179,904,0.00592041015625,0.20999711751937866,-0.17586858617141843,0.0001,0.796920645982027,0.0009211565,0.2,,
,,,,3720000,,,,,-0.0003261393685534131,0.3837853670120239,908,0.004547119140625,0.21013349294662476,-0.17116140201687813,0.0001,0.814468851312995,0.000562983,0.2,-0.004,1.598
1.67,0.4235,0.485,987,3735552,3784,228,0.0915,-0.085,,,,,,,,,,,,
1.47,0.4195,0.4995,991,3751936,3785,229,0.081,-0.175,-3.327809099573642e-05,0.388198584318161,912,0.0028533935546875,0.21180230379104614,-0.1710795839317143,0.0001,0.7860135845839977,0.00017611,0.2,,
,0.4445,0.461,,3760000,,,0.0945,,-0.0005686000949935988,0.3857557773590088,916,0.0067138671875,0.21146100759506226,-0.17479666834697127,0.0001,0.7906370293349028,0.001109906,0.2,-0.076,1.616
1.49,0.448,0.4655,995,3768320,3785,230,0.0865,-0.075,,,,,,,,,,,,
1.48,0.4425,0.4885,999,3784704,3784,231,0.069,-0.21,-0.0002731297427089885,0.3767673969268799,920,0.004791259765625,0.21639662981033325,-0.1725913854315877,0.0001,0.7805851623415947,0.0007498816,0.2,,
,0.4165,0.5005,,3800000,,,0.083,,-7.645572623005137e-06,0.41498762369155884,924,0.0055389404296875,0.20440375804901123,-0.1725673503242433,0.0001,0.8022312968969345,0.0008465848,0.2,-0.062,1.6
1.59,0.421,0.4895,1004,3801088,3783,232,0.0895,-0.105,,,,,,,,,,,,
1.38,0.4175,0.4875,1008,3817472,3784,233,0.095,-0.07,-0.0005083754513179883,0.37653788924217224,928,0.0056304931640625,0.22198939323425293,-0.17309621069580317,0.0001,0.7732837684452534,0.0009302895,0.2,,
1.46,0.437,0.477,1012,3833856,3785,234,0.086,0.02,-0.0006890894183015916,0.37583640217781067,932,0.0083465576171875,0.21487104892730713,-0.17361130798235536,0.0001,0.7770611308515072,0.0011727295,0.2,,
,0.438,0.478,,3840000,,,0.084,,5.0346516218269244e-05,0.39393746852874756,936,0.0074310302734375,0.201229989528656,-0.1698977998457849,0.0001,0.8216944672167301,0.0011841878,0.2,-0.069,1.608
1.56,0.4545,0.4565,1017,3850240,3785,235,0.089,0.07,,,,,,,,,,,,
1.49,0.4415,0.4765,1021,3866624,3786,236,0.082,-0.02,4.895079109701328e-05,0.3689405024051666,940,0.002960205078125,0.21075910329818726,-0.1656777122989297,0.0001,0.7889634724706411,0.0003273496,0.2,,
,0.442,0.4685,,3880000,,,0.0895,,-0.0001928145738929743,0.38148874044418335,944,0.0052947998046875,0.2169865369796753,-0.16757936123758554,0.0001,0.7769935932010412,0.00053472654,0.2,0.047,1.578
1.47,0.415,0.498,1025,3883008,3785,237,0.087,-0.13,,,,,,,,,,,,
1.57,0.4085,0.4925,1029,3899392,3786,238,0.099,0.01,-0.0003471825366432313,0.39291033148765564,948,0.0042572021484375,0.21379846334457397,-0.16843629209324718,0.0001,0.7868368104100227,0.0002583819,0.2,,
1.56,0.4155,0.491,1034,3915776,3786,239,0.0935,0.09,-0.0002601621745270677,0.3766423165798187,952,0.0025177001953125,0.2204989790916443,-0.16982778254896402,0.0001,0.7713954988867044,0.0004041123,0.2,,
,0.441,0.471,,3920000,,,0.088,,-0.00025818698850343935,0.36829012632369995,956,0.0037841796875,0.22052162885665894,-0.1624009469524026,0.0001,0.775286253541708,0.00069280434,0.2,-0.016,1.564
1.56,0.429,0.4855,1038,3932160,3786,240,0.0855,0.115,,,,,,,,,,,,
1.51,0.431,0.475,1042,3948544,3788,241,0.094,-0.125,-0.00041485863766865805,0.38089656829833984,960,0.00738525390625,0.21049052476882935,-0.16418209625408053,0.0001,0.7823398914188147,0.00070617197,0.2,,
,0.428,0.481,,3960000,,,0.091,,-0.00015232987425406463,0.37260377407073975,964,0.000885009765625,0.21884673833847046,-0.16366189066320658,0.0001,0.7652050610631704,0.00068938197,0.2,-0.011,1.564
1.56,0.4365,0.478,1046,3964928,3788,242,0.0855,0.09,,,,,,,,,,,,
1.54,0.417,0.489,1051,3981312,3787,243,0.094,0.12,-0.0003448926545388531,0.3705690801143646,968,0.0029449462890625,0.21797114610671997,-0.16259715193882585,0.0001,0.7591610681265593,0.00041921748,0.2,,
1.47,0.4375,0.482,1055,3997696,3789,244,0.0805,0.035,-0.00012725711349048652,0.3681393265724182,972,0.0030059814453125,0.22938430309295654,-0.16453883284702897,0.0001,0.7594285439699888,0.00057365024,0.2,,
,0.435,0.4735,,4000000,,,0.0915,,-0.00013035640222369693,0.3891318440437317,976,0.0036468505859375,0.21605747938156128,-0.16612511780112982,0.0001,0.7870701234787703,0.000702939,0.2,0.007,1.62
1.46,0.423,0.498,1059,4014080,3788,245,0.079,-0.005,,,,,,,,,,,,
1.56,0.447,0.475,1063,4030464,3789,246,0.078,0.04,-0.0003215396427549422,0.37814462184906006,980,0.00384521484375,0.20752906799316406,-0.1673657177016139,0.0001,0.7866370063275099,0.000664686,0.2,,
,0.424,0.4765,,4040000,,,0.0995,,-0.0003564433063729666,0.38153162598609924,984,0.005126953125,0.22120726108551025,-0.16994269518181682,0.0001,0.777058644220233,0.0008211124,0.2,-0.068,1.52
1.55,0.4425,0.4805,1067,4046848,3789,247,0.077,-0.025,,,,,,,,,,,,
1.71,0.4335,0.4825,1071,4063232,3790,248,0.084,-0.12,-0.00013024545114603825,0.37956440448760986,988,0.00421142578125,0.21846026182174683,-0.16891244472935796,0.0001,0.7771962881088257,0.00081550307,0.2,,
1.58,0.4325,0.475,1076,4079616,3791,249,0.0925,0.04,-0.00026800340128829703,0.39678746461868286,992,0.0042877197265625,0.21576452255249023,-0.16966619063168764,0.0001,0.7847521305084229,0.0009470192,0.2,,
,,,,4080000,,,,,-0.00026125446311198175,0.37554284930229187,996,0.0034027099609375,0.21309959888458252,-0.171759816352278,0.0001,0.7893518656492233,0.00057594513,0.2,-0.033,1.656
1.51,0.4195,0.487,1080,4096000,3790,250,0.0935,-0.145,,,,,,,,,,,,
1.52,0.418,0.496,1084,4112384,3791,251,0.086,-0.045,-0.0008838919093250297,0.3896723985671997,1000,0.0087890625,0.22018581628799438,-0.17014668369665742,0.0001,0.7883628569543362,0.0013708794,0.2,,
,0.431,0.488,,4120000,,,0.081,,-4.405064828461036e-06,0.37641674280166626,1004,0.0022430419921875,0.21585577726364136,-0.17231279565021396,0.0001,0.7837028242647648,0.00014531963,0.2,-0.053,1.55
1.65,0.428,0.48,1089,4128768,3790,252,0.092,-0.09,,,,,,,,,,,,
1.6,0.4385,0.4795,1093,4145152,3791,253,0.082,0.04,-4.6872311941115186e-05,0.3882034718990326,1008,0.0012969970703125,0.21638059616088867,-0.17529471311718225,0.0001,0.7910414133220911,0.00043992087,0.2,,
,0.4185,0.483,,4160000,,,0.0985,,-0.0003320115283713676,0.4209878742694855,1012,0.0039825439453125,0.2094097137451172,-0.1687853247858584,0.0001,0.8271402791142464,0.0007565369,0.2,-0.06,1.668
1.52,0.435,0.4745,1097,4161536,3790,254,0.0905,0.095,,,,,,,,,,,,
1.62,0.448,0.4755,1102,4177920,3789,255,0.0765,0.09,-0.0006870317338325549,0.390245258808136,1016,0.0086822509765625,0.21249067783355713,-0.1677231746725738,0.0001,0.7988080941140652,0.0010772683,0.2,,
1.56,0.4215,0.49,1106,4194304,3789,256,0.0885,-0.23,-0.00014700282918056473,0.3751891255378723,1020,0.0035552978515625,0.2135825753211975,-0.16888822382315993,0.0001,0.8050108384341002,0.0005950501,0.2,,
,0.4325,0.483,,4200000,,,0.0845,,-0.000516870206411113,0.3977840542793274,1024,0.004058837890625,0.21458226442337036,-0.16624485095962882,0.0001,0.8091634660959244,0.0005632888,0.2,-0.081,1.552
1.58,0.4155,0.503,1111,4210688,3787,257,0.0815,-0.09,,,,,,,,,,,,
1.5,0.4455,0.4635,1116,4227072,3786,258,0.091,0.095,-0.0005389437883422943,0.3763118386268616,1028,0.0048980712890625,0.20059776306152344,-0.16314833890646696,0.0001,0.8001220263540745,0.0008603699,0.2,,
,0.4195,0.4975,,4240000,,,0.083,,-0.00030657251409138553,0.39484885334968567,1032,0.005889892578125,0.20799493789672852,-0.16577894380316138,0.0001,0.7925054151564837,0.0009981386,0.2,-0.018,1.556
1.54,0.4245,0.4905,1121,4243456,3785,259,0.085,0.08,,,,,,,,,,,,
1.44,0.4245,0.4915,1125,4259840,3784,260,0.084,-0.05,-0.0002756560716079548,0.3911273181438446,1036,0.0030517578125,0.2254047393798828,-0.1629103380255401,0.0001,0.765738045796752,0.0005519893,0.2,,
1.46,0.4235,0.4865,1130,4276224,3783,261,0.09,-0.01,-0.0004181751028227154,0.36530664563179016,1040,0.0066986083984375,0.21468693017959595,-0.1657951488159597,0.0001,0.7994703389704227,0.0011543416,0.2,,
,0.4485,0.477,,4280000,,,0.0745,,-9.246354238712229e-05,0.3808000981807709,1044,0.0025482177734375,0.2207685112953186,-0.1669424707069993,0.0001,0.7843117471784353,0.0002340711,0.2,0.006,1.586
1.47,0.4285,0.4915,1134,4292608,3782,262,0.08,-0.085,,,,,,,,,,,,
1.53,0.4365,0.4775,1139,4308992,3781,263,0.086,0.025,-0.000636476182990009,0.3796862065792084,1048,0.007110595703125,0.21459555625915527,-0.165214735083282,0.0001,0.8098090719431639,0.0005688389,0.2,,
,0.42,0.4875,,4320000,,,0.0925,,-0.0004228117468301207,0.38974130153656006,1052,0.0042724609375,0.21129673719406128,-0.16644519567489624,0.0001,0.7983688097447157,0.00065123296,0.2,-0.085,1.566
1.57,0.445,0.465,1143,4325376,3781,264,0.09,-0.02,,,,,,,,,,,,
1.49,0.448,0.4735,1148,4341760,3781,265,0.0785,-0.06,-0.00019575897385948338,0.40006980299949646,1056,0.0051116943359375,0.21761751174926758,-0.16258901124820113,0.0001,0.7985641695559025,0.0011596801,0.2,,
1.59,0.447,0.478,1152,4358144,3782,266,0.075,0.09,-0.00031928088355925865,0.3710477948188782,1060,0.00390625,0.2226870059967041,-0.16337372921407223,0.0001,0.791796263307333,0.00035875977,0.2,,
,,,,4360000,,,,,-0.0002755972927843686,0.3977072536945343,1064,0.002288818359375,0.23135477304458618,-0.15990723483264446,0.0001,0.7808389272540808,0.00048121501,0.2,0.002,1.626
1.51,0.4065,0.509,1156,4374528,3781,267,0.0845,-0.095,,,,,,,,,,,,
1.63,0.423,0.4915,1160,4390912,3783,268,0.0855,-0.015,-0.00033663668000372127,0.39428043365478516,1068,0.0047149658203125,0.2081468105316162,-0.16257550986483693,0.0001,0.8108108695596457,0.0010883634,0.2,,
,0.4225,0.501,,4400000,,,0.0765,,-0.00014123735309112817,0.38465049862861633,1072,0.0018768310546875,0.21667718887329102,-0.1588783827610314,0.0001,0.7714904900640249,0.000559643,0.2,-0.027,1.626
1.57,0.428,0.4785,1165,4407296,3783,269,0.0935,0.05,,,,,,,,,,,,
1.51,0.4335,0.477,1169,4423680,3782,270,0.0895,-0.11,-0.00015568859453196637,0.38696184754371643,1076,0.0017242431640625,0.21327590942382812,-0.15902976784855127,0.0001,0.7817380409687757,0.0006265736,0.2,,
,0.4335,0.487,,4440000,,,0.0795,,-0.00036777769128093496,0.37326130270957947,1080,0.0039215087890625,0.22159206867218018,-0.15725815296173096,0.0001,0.771872702986002,0.00059164554,0.2,-0.075,1.602
1.48,0.4385,0.4755,1173,4440064,3782,271,0.086,0.085,,,,,,,,,,,,
1.67,0.4365,0.4675,1177,4456448,3783,272,0.096,-0.035,-0.00014232384000933962,0.39155301451683044,1084,0.001739501953125,0.20924806594848633,-0.15373724466189742,0.0001,0.7837652880698442,0.0007995867,0.2,,
1.53,0.4235,0.4885,1181,4472832,3784,273,0.088,0.02,-0.0002851553726941347,0.3706698715686798,1088,0.00421142578125,0.21876895427703857,-0.15672624437138438,0.0001,0.7779942192137241,0.0006461764,0.2,,
,0.438,0.471,,4480000,,,0.091,,-0.00033135456760646775,0.3717925548553467,1092,0.0038299560546875,0.2283458113670349,-0.15593054750934243,0.0001,0.7724492084234953,0.00078181527,0.2,-0.024,1.602
1.61,0.4375,0.4725,1186,4489216,3784,274,0.09,-0.215,,,,,,,,,,,,
1.53,0.443,0.4775,1190,4505600,3785,275,0.0795,0.255,-0.0005342146541806869,0.40077728033065796,1096,0.00836181640625,0.21140706539154053,-0.1568032898940146,0.0001,0.7979678250849247,0.0011855899,0.2,,
,0.418,0.492,,4520000,,,0.09,,-0.00028494450816651806,0.4263294041156769,1100,0.005584716796875,0.22143316268920898,-0.1542917895130813,0.0001,0.7862979210913181,0.0009458476,0.2,-0.065,1.624
1.43,0.4195,0.486,1194,4521984,3785,276,0.0945,-0.105,,,,,,,,,,,,
1.35,0.4135,0.5025,1198,4538368,3786,277,0.084,-0.12,-0.0004997947253286839,0.37181517481803894,1104,0.008056640625,0.2180997133255005,-0.15619795117527246,0.0001,0.7807766534388065,0.001075824,0.2,,
1.51,0.4155,0.4895,1202,4554752,3787,278,0.095,-0.115,-0.00017136575843323953,0.390553742647171,1108,0.0023040771484375,0.22063177824020386,-0.1535556144081056,0.0001,0.7910200506448746,0.0005861346,0.2,,
,0.4385,0.48,,4560000,,,0.0815,,-9.120813774643466e-05,0.3834216594696045,1112,0.0033111572265625,0.22193938493728638,-0.15522006014361978,0.0001,0.7864019311964512,0.00020308023,0.2,-0.057,1.576
1.52,0.436,0.4775,1206,4571136,3787,279,0.0865,-0.025,,,,,,,,,,,,
1.6,0.4425,0.474,1210,4587520,3788,280,0.0835,0.115,-0.00023737096489639953,0.35708102583885193,1116,0.00408935546875,0.22874712944030762,-0.15562925022095442,0.0001,0.782537380233407,0.0007043438,0.2,,
,0.449,0.4665,,4600000,,,0.0845,,-0.0002843777729140129,0.4006851613521576,1120,0.0027618408203125,0.22146481275558472,-0.1544709992595017,0.0001,0.8006726503372192,0.0006072282,0.2,-0.027,1.644
1.55,0.4085,0.5035,1215,4603904,3787,281,0.088,0.12,,,,,,,,,,,,
1.45,0.4265,0.483,1219,4620288,3788,282,0.0905,0.02,-0.00029191550311225,0.36339810490608215,1124,0.00299072265625,0.23832476139068604,-0.15392349380999804,0.0001,0.7491313107311726,0.00074579706,0.2,,
1.38,0.459,0.4625,1223,4636672,3789,283,0.0785,-0.22,-0.0004826644726563245,0.37743598222732544,1128,0.005462646484375,0.22690457105636597,-0.15263321856036782,0.0001,0.7807851489633322,0.00079192605,0.2,,
,0.432,0.4855,,4640000,,,0.0825,,-0.00017063096674974076,0.3827989995479584,1132,0.00531005859375,0.22084176540374756,-0.1511427885852754,0.0001,0.7870703730732203,0.00043707812,0.2,-0.028,1.638
1.53,0.4315,0.49,1227,4653056,3789,284,0.0785,0.04,,,,,,,,,,,,
1.43,0.429,0.4885,1231,4669440,3790,285,0.0825,-0.005,-5.0490154535509646e-05,0.40169405937194824,1136,0.0029144287109375,0.2189699411392212,-0.15729152876883745,0.0001,0.8042105473577976,0.00029378498,0.2,,
,0.4125,0.4985,,4680000,,,0.089,,-0.00022245148284127936,0.3855644166469574,1140,0.0019683837890625,0.22798985242843628,-0.15846481872722507,0.0001,0.7866896502673626,0.00040719117,0.2,0.018,1.62
1.58,0.4245,0.488,1236,4685824,3790,286,0.0875,0.015,,,,,,,,,,,,
1.56,0.433,0.484,1240,4702208,3791,287,0.083,0.095,-0.0003667869787022937,0.3857201337814331,1144,0.0034942626953125,0.22828906774520874,-0.1536288084462285,0.0001,0.7831092737615108,0.0006318103,0.2,,
1.47,0.4235,0.489,1244,4718592,3791,288,0.0875,-0.225,-0.00021564127382589504,0.377448707818985,1148,0.0030364990234375,0.2226237654685974,-0.15358051098883152,0.0001,0.7664115112274885,0.00036990625,0.2,,
,,,,4720000,,,,,-0.00019855643404298462,0.3958844244480133,1152,0.0050201416015625,0.2088327407836914,-0.15433557238429785,0.0001,0.8097300454974174,0.0010329174,0.2,-0.112,1.638
1.62,0.433,0.482,1248,4734976,3791,289,0.085,-0.25,,,,,,,,,,,,
1.53,0.415,0.4855,1252,4751360,3792,290,0.0995,0.0,-7.947843914735131e-05,0.3803444504737854,1156,0.0050048828125,0.22509711980819702,-0.1559331282041967,0.0001,0.7661341447383165,0.000578194,0.2,,
,0.4385,0.4705,,4760000,,,0.091,,-0.00017493704945081845,0.3921486437320709,1160,0.002105712890625,0.22082382440567017,-0.15516430931165814,0.0001,0.7853152304887772,0.00053609407,0.2,-0.099,1.582
1.32,0.4265,0.4915,1257,4767744,3791,291,0.082,0.065,,,,,,,,,,,,
1.59,0.434,0.4805,1261,4784128,3792,292,0.0855,-0.115,-0.0001246894826181233,0.38760170340538025,1164,0.0035400390625,0.21480125188827515,-0.15436591487377882,0.0001,0.7885598428547382,0.0005378838,0.2,,
,0.424,0.49,,4800000,,,0.086,,-0.0007214829056465533,0.41143155097961426,1168,0.0055389404296875,0.2132245898246765,-0.1542855422012508,0.0001,0.7990987747907639,0.0008754635,0.2,-0.073,1.628
1.43,0.4285,0.4745,1265,4800512,3792,293,0.097,-0.03,,,,,,,,,,,,
1.52,0.4255,0.4825,1269,4816896,3793,294,0.092,-0.18,-0.0005314785266818944,0.3946989178657532,1172,0.006378173828125,0.2043878436088562,-0.15578246908262372,0.0001,0.7965032942593098,0.0009000234,0.2,,
1.57,0.4425,0.4715,1273,4833280,3793,295,0.086,-0.085,-0.0003095983120147139,0.38151898980140686,1176,0.0052032470703125,0.2137402892112732,-0.15625049080699682,0.0001,0.795947851613164,0.0005860808,0.2,,
,0.419,0.4965,,4840000,,,0.0845,,-0.00026207279552181717,0.3918515145778656,1180,0.00323486328125,0.22567611932754517,-0.15550735825672746,0.0001,0.7832552529871464,0.00041273085,0.2,0.013,1.598
1.62,0.433,0.4845,1278,4849664,3793,296,0.0825,-0.015,,,,,,,,,,,,
1.6,0.4235,0.488,1282,4866048,3794,297,0.0885,-0.095,-0.0003373759645910468,0.38613325357437134,1184,0.0044708251953125,0.2288774847984314,-0.1564490208402276,0.0001,0.7725604306906462,0.0008285795,0.2,,
,0.4325,0.4735,,4880000,,,0.094,,-0.0004316704216762446,0.38108888268470764,1188,0.0059661865234375,0.23185360431671143,-0.15415382711216807,0.0001,0.7657117042690516,0.0006942987,0.2,-0.013,1.574
1.46,0.4225,0.5,1286,4882432,3793,298,0.0775,-0.14,,,,,,,,,,,,
1.57,0.4335,0.4915,1291,4898816,3794,299,0.075,0.14,-0.00022828665169072337,0.38388022780418396,1192,0.0064239501953125,0.20380979776382446,-0.15713462559506297,0.0001,0.7978805489838123,0.0007883986,0.2,,
1.62,0.422,0.4805,1295,4915200,3794,300,0.0975,-0.04,-0.0002475704204698559,0.39737993478775024,1196,0.0030364990234375,0.21500873565673828,-0.1528603145852685,0.0001,0.7918673604726791,0.00083114166,0.2,,
,0.4285,0.4845,,4920000,,,0.087,,-0.0003711975205078488,0.3871675729751587,1200,0.0066070556640625,0.21447139978408813,-0.15573955699801445,0.0001,0.7959099933505058,0.0011023958,0.2,-0.043,1.604
1.59,0.432,0.4815,1299,4931584,3794,301,0.0865,-0.065,,,,,,,,,,,,
1.37,0.4315,0.484,1303,4947968,3794,302,0.0845,-0.15,-0.00010944788664346561,0.39500027894973755,1204,0.0081634521484375,0.21996182203292847,-0.1537743848748505,0.0001,0.7851710636168718,0.00067750964,0.2,,
,0.418,0.498,,4960000,,,0.084,,-0.0007626595070178155,0.39564257860183716,1208,0.0108795166015625,0.225375235080719,-0.15353551600128412,0.0001,0.7911832444369793,0.0008705299,0.2,-0.067,1.592
1.56,0.4225,0.4905,1308,4964352,3794,303,0.087,-0.13,,,,,,,,,,,,
1.61,0.4475,0.4615,1312,4980736,3794,304,0.091,0.01,-0.000572402717807563,0.38926777243614197,1212,0.007232666015625,0.22615814208984375,-0.15334072429686785,0.0001,0.7794340010732412,0.0009461397,0.2,,
1.47,0.4215,0.486,1316,4997120,3795,305,0.0925,-0.005,-0.0003252000569773372,0.3911406695842743,1216,0.0061187744140625,0.2245011329650879,-0.1509245252236724,0.0001,0.7863757740706205,0.0009291373,0.2,,
,0.433,0.47,,5000000,,,0.097,,-0.0007675363776797894,0.3836076259613037,1220,0.0114898681640625,0.21990728378295898,-0.1520327003672719,0.0001,0.7726511228829622,0.0012520785,0.2,-0.032,1.602
1.65,0.416,0.498,1321,5013504,3794,306,0.086,-0.115,,,,,,,,,,,,
